12/31/86,2568.300049
1/2/87,2540.100098
1/5/87,2552.399902
1/6/87,2583.899902
1/7/87,2607.100098
1/8/87,2603.300049
1/9/87,2561.699951
1/12/87,2614.899902
1/13/87,2590.800049
1/14/87,2578.199951
1/15/87,2559.100098
1/16/87,2542.600098
1/19/87,2460.5
1/20/87,2449.899902
1/21/87,2533.899902
1/22/87,2536.899902
1/23/87,2499.399902
1/26/87,2484.399902
1/27/87,2524
1/28/87,2553.300049
2/2/87,2585.199951
2/3/87,2606.399902
2/4/87,2636.600098
2/5/87,2672.399902
2/6/87,2673.600098
2/9/87,2713.699951
2/10/87,2694.899902
2/11/87,2739.5
2/12/87,2754.699951
2/13/87,2740.5
2/16/87,2766.100098
2/17/87,2792.100098
2/18/87,2801.5
2/19/87,2775.800049
2/20/87,2827.399902
2/23/87,2879
2/24/87,2848.199951
2/25/87,2873.600098
2/26/87,2843.600098
2/27/87,2877.899902
3/2/87,2894.300049
3/3/87,2939.100098
3/4/87,2890.899902
3/5/87,2798.399902
3/6/87,2798.600098
3/9/87,2820.399902
3/10/87,2731.100098
3/11/87,2760.899902
3/12/87,2750.100098
3/13/87,2721.199951
3/16/87,2669.600098
3/17/87,2629.300049
3/18/87,2724
3/19/87,2721.300049
3/20/87,2780.600098
3/23/87,2813.399902
3/24/87,2828.100098
3/25/87,2831.5
3/26/87,2783.100098
3/27/87,2798.699951
3/30/87,2774.899902
3/31/87,2713.800049
4/1/87,2695.899902
4/2/87,2709.399902
4/3/87,2680
4/7/87,2664.699951
4/8/87,2729.600098
4/9/87,2785.5
4/10/87,2766.399902
4/13/87,2708.899902
4/14/87,2668.399902
4/15/87,2693.600098
4/16/87,2721.100098
4/21/87,2713.399902
4/22/87,2716.899902
4/23/87,2719.899902
4/24/87,2707.600098
4/27/87,2636.5
4/28/87,2617.100098
4/29/87,2589.5
4/30/87,2659.899902
5/1/87,2685.399902
5/4/87,2695.800049
5/5/87,2713.800049
5/6/87,2792.899902
5/7/87,2785.600098
5/8/87,2805.100098
5/11/87,2846.899902
5/12/87,2853.399902
5/13/87,2833.5
5/14/87,2853.899902
5/15/87,2872.199951
5/18/87,2875.399902
5/19/87,2881.5
5/20/87,2887.300049
5/21/87,2871
5/22/87,2897.600098
5/25/87,2897.600098
5/26/87,2935.899902
5/27/87,2941.600098
5/28/87,2950.800049
5/29/87,2950.800049
6/2/87,2934.100098
6/3/87,2963
6/4/87,3023.600098
6/5/87,3064.300049
6/8/87,3068
6/9/87,3108.600098
6/10/87,3097.300049
6/11/87,3087.5
6/12/87,3129.899902
6/16/87,3170.899902
6/17/87,3178.600098
6/18/87,3133.699951
6/19/87,3165.600098
6/22/87,3131.199951
6/23/87,3110.399902
6/24/87,3179
6/25/87,3136.300049
6/26/87,3138.699951
6/29/87,3152
6/30/87,3178.199951
7/1/87,3164
7/2/87,3229.199951
7/3/87,3226
7/6/87,3220.699951
7/7/87,3236.399902
7/8/87,3251.399902
7/9/87,3226
7/10/87,3207.199951
7/13/87,3216.100098
7/14/87,3253.399902
7/15/87,3262.300049
7/16/87,3305.800049
7/17/87,3342.100098
7/20/87,3386.100098
7/21/87,3353.800049
7/22/87,3380.399902
7/23/87,3366.800049
7/24/87,3343.600098
7/27/87,3346.899902
7/28/87,3337.5
7/29/87,3389.699951
7/30/87,3419.300049
7/31/87,3479.199951
8/3/87,3514.300049
8/4/87,3531.899902
8/5/87,3517.100098
8/6/87,3498
8/7/87,3536.199951
8/10/87,3543.800049
8/11/87,3546.5
8/12/87,3557.399902
8/13/87,3514.300049
8/14/87,3512.199951
8/17/87,3510.699951
8/18/87,3504.899902
8/19/87,3450.600098
8/20/87,3408
8/21/87,3446.600098
8/24/87,3391.300049
8/25/87,3447.300049
8/26/87,3526.300049
8/27/87,3583.300049
8/28/87,3611.699951
9/1/87,3644.300049
9/2/87,3635.899902
9/3/87,3654
9/4/87,3654.5
9/7/87,3646.300049
9/8/87,3601.5
9/9/87,3577.600098
9/10/87,3601
9/11/87,3660.5
9/14/87,3649.800049
9/15/87,3646.899902
9/16/87,3646.899902
9/17/87,3571.399902
9/18/87,3650
9/21/87,3668
9/22/87,3695.5
9/23/87,3763.100098
9/24/87,3768.399902
9/25/87,3840.100098
9/28/87,3884.699951
9/29/87,3859.5
9/30/87,3943.600098
10/1/87,3949.699951
10/2/87,3902.699951
10/5/87,3947
10/6/87,3925.300049
10/7/87,3936.100098
10/9/87,3882.399902
10/12/87,3900.199951
10/13/87,3841.300049
10/14/87,3844.5
10/15/87,3828.600098
10/16/87,3783.199951
10/19/87,3362.399902
10/26/87,2241.699951
10/27/87,2395.699951
10/28/87,2370.199951
10/29/87,2204.5
10/30/87,2204.5
11/2/87,2203.199951
11/3/87,2180.5
11/4/87,2077.100098
11/5/87,1960.900024
11/6/87,2113.699951
11/9/87,2139.300049
11/10/87,2043.199951
11/11/87,2075.300049
11/12/87,2150.899902
11/13/87,2226.699951
11/16/87,2310.899902
11/17/87,2290.399902
